"Name","Disc. Date","mmax","Host Name","R.A.","Dec.","Type","Phot.","Spec.","Radio","X-ray"
"OGLE-2013-SN-039","2013/07/17","18.94","","00:22:33.02,00:22:33.01","-72:53:41.9,-72:53:41.8","Ia","159","1","",""
"SN2013cv","2013/05/20","15.89","A162243+1857","16:22:43.16","+18:57:35.6,+18:57:35.60","Ia-91T","159","1","",""
"SN1998es","1998/11/13","13.45","NGC 632","01:37:17.60,01:37:17.50","+05:52:50.6,+05:52:50.30","Ia Pec","158","33","",""
"SN2017him","2017/10/12","19.2","SDSS J035745.50+155551.5","03:57:45.54,03:57:45.540,03:57:45.504","+15:55:51.94,+15:55:51.6","Ia","158","1","",""
"SN2015bq","2015/02/16","15.86","PGC 41898","12:35:06.37,12:35:06.26","+31:14:35.4,+31:14:35.40,+31:14:35.6","Ia","157","2","",""
"SN2003gt","2003/07/29","15.07","NGC 6930","20:32:59.12","+09:52:19.3,+09:52:19.31","Ia","156","2","",""
"PS15tb","2015/03/12","14.91","UGC 4709","08:59:34.91,08:59:34.8","+45:55:34.3,+45:55:32.88,+45:55:32.9","Ia","154","1","",""
"SN2001da","2001/07/09","15.14","NGC 7780","23:53:32.78","+08:07:02.6,+08:07:02.60","Ia","153","9","",""
"SN2002eb","2002/07/22","16.11","CGCG 473-011","22:19:05.24","+24:35:39.8,+24:35:39.80","Ia","153","3","",""
"SN2005de","2005/08/02","15.51","UGC 11097","18:02:23.36","+26:03:07.7,+26:03:07.70","Ia","153","5","",""
"SN2006gj","2006/09/18","17.18","UGC 2650","03:17:35.80,03:17:35.81","-01:41:30.2,-01:41:30.19","Ia","153","11","",""
"SN2000dk","2000/09/18","15.4","NGC 382","01:07:23.52","+32:24:23.2,+32:24:23.18","Ia","152","13","",""
"SN2006dm","2006/07/03","15.96","MCG -01-60-21","23:41:47.84","-03:40:08.4,-03:40:08.40","Ia","152","5","",""
"SN2006gr","2006/08/21","16.43","UGC 12071","22:32:22.67,22:32:22.56","+30:49:43.3,+30:49:43.32,+30:49:43.28","Ia","152","20","",""
"SN2006ob","2006/11/18","18.1","UGC 1333","01:51:48.505,01:51:48.144,01:51:48.12,01:51:48.11","+00:15:50.00,+00:15:47.92,+00:15:47.923,+00:15:47.75,+00:15:48.30,+00:15:48.3,+00:15:48.31","Ia","151","6","",""
"SN2009ad","2009/02/13","15.6","UGC 3236","05:03:33.38,05:03:33.393,05:03:33.384","+06:39:35.7,+06:39:35.82,+06:39:36,+06:39:35.71","Ia","151","9","",""
"SN2016hvl","2016/11/04","15.36","UGC 3524","06:44:02.16,06:44:02.160","+12:23:47.84,+12:23:47.76","Ia","151","1","",""
"SN1960F","1960/04/17","10.6","NGC 4496A","12:31:42.05,12:31:42.06","+03:56:47.7,+03:56:47.9,+03:56:47.80,+03:56:47.8","Ia","151","8","",""
"SN2009nr","2009/12/22","13.7","UGC 8255","13:10:58.95,13:10:58.94","+11:29:29.3,+11:29:29.29,+11:29:29.6","Ia","147","1","",""
"SN2005bl","2005/04/14","16.8","NGC 4070","12:04:12.24,12:04:12.26","+20:24:24.6,+20:24:24.48,+20:24:24.84,+20:24:24.8,+20:24:24.80","Ia Pec","146","23","",""
"SN2002cd","2002/04/08","15.64","NGC 6916","20:23:34.42","+58:20:47.4,+58:20:47.40","Ia","144","18","",""
"SN2004as","2004/03/11","16.68","SDSS J112538.81+224952.2","11:25:39.18","+22:49:49.4,+22:49:49.40","Ia","143","19","",""
"SN2004bg","2004/04/07","14.9","UGC 6363","11:21:01.53","+21:20:23.4,+21:20:23.39","Ia","143","7","",""
"SN2007as","2007/03/13","15.8","ESO 18-G18","09:27:36.01,09:27:36.00","-80:10:39.2,-80:10:39.36,-80:10:39.22","Ia","142","4","",""
"SN2002cv","2002/05/13","13.95","NGC 3190","10:18:03.68","+21:50:06.2,+21:50:06.0,+21:50:06.00","Ia","141","2","0",""
"SN2001ba","2001/04/27","15.9","MCG -05-28-01","11:38:01.76","-32:19:51.0,-32:19:50.99","Ia","140","6","",""
"SN2002de","2002/06/01","16","NGC 6104","16:16:30.38","+35:42:30.2,+35:42:30.20","Ia","139","13","",""
"SN2007qe","2007/11/13","15.98","NSF J235412.09+272432.3","23:54:12.98,23:54:12.96","+27:24:33.0,+27:24:33.12,+27:24:33.4,+27:24:33.41","Ia","139","13","",""
"SN2009D","2009/01/02","15.82","MCG -03-10-52","03:54:22.83,03:54:22.817,03:54:22.776","-19:10:54.2,-19:10:54.56,-19:10:54.84,-19:10:54.19","Ia","139","8","",""
"SN2001cp","2001/06/19","15.66","UGC 10738","17:11:02.58,17:11:02.65","+05:50:26.8,+05:50:26.81,+05:50:27.8","Ia","138","12","",""
"SN2007ba","2007/03/29","17.4","UGC 9798","15:16:41.814,15:16:42.72,15:16:42.63","+07:23:48.92,+07:23:47.80,+07:23:47.8","Ia Pec","137","8","",""
"SN2007bm","2007/04/20","13.73","NGC 3672","11:25:02.30,11:25:2.40","-09:47:53.8,-09:47:53.81","Ia","137","17","",""
"SN2008gp","2008/10/27","16.75","MCG +00-09-74","03:23:00.73,03:23:0.72","+01:21:42.8,+01:21:42.80","Ia","137","4","",""
"SN2013cs","2013/05/14","13.83","ESO 576-G17","13:15:14.81,13:15:14.8,13:15:14.88","-17:57:55.6,-17:57:55.65,-17:57:56,-17:57:55.58,-17:57:55.8","Ia","137","6","",""
"SN2004gc","2004/11/18","17","ARP 327","05:21:49.94,05:21:49.95","+06:40:33.71,+06:40:33.7","Ia","136","6","",""
"SN2008ia","2008/12/07","15.8","ESO 125-G6","08:50:35.15,08:50:35.04","-61:16:40.6,-61:16:40.44,-61:16:40.58","Ia","136","11","",""
"SN2010ai","2010/03/08","16.09","SDSS J125925.04+275948.2","12:59:24.00,12:59:24.005,12:59:24,12:59:24.03","+27:59:47.5,+27:59:47.13,+27:59:46.32,+27:59:47.4,+27:59:47.11,+27:59:47.1","Ia","136","1","",""
"SN2001cj","2001/05/30","15.5","UGC 8399","13:21:44.85","+31:14:48.6,+31:14:48.59","Ia","135","2","",""
"SN2006lu","2006/10/30","17.6","A091517-2536","09:15:17.63,09:15:17.52","-25:36:00.3,-25:36:00.36,-25:36:00.29","Ia","135","4","",""
"SN2001C","2001/01/04","14","CGCG 285-012","06:59:36.10","+59:31:01.6,+59:31:01.60","Ia","134","15","",""
"SN2007ai","2007/03/06","17.06","MCG -04-38-04","16:12:53.74,16:12:53.76","-21:37:48.7,-21:37:48.72,-21:37:48.68","Ia","134","5","",""
"SN2005mc","2005/12/23","16.89","UGC 4414","08:27:06.36,08:27:6.24","+21:38:45.6,+21:38:45.60","Ia","133","4","",""
"SN2007bd","2007/04/04","16.55","UGC 4455","08:31:32.872,08:31:33.36,08:31:33.28","-01:11:52.02,-01:11:57.98,-01:11:58.0","Ia","133","12","",""
"LSQ12fxd","2012/10/31","16.29","","05:22:16.99,05:22:17.02","-25:35:47.0,-25:35:47.01,-25:35:47.1","Ia","133","9","",""
"SN2006fz","2006/09/12","19.25","SDSS J01641.84-002530.5","00:16:41.35,00:16:41.314,00:16:41.3496,00:16:41.3136","-00:25:28.3,-00:25:28.344,-00:25:28.668,-00:25:28.686,-00:25:28.31","Ia","132","2","",""
"SN2006ot","2006/11/22","17.4","ESO 544-G31","02:15:04.84,02:15:4.85","-20:45:58.2,-20:45:58.32,-20:45:58.21","Ia Pec","132","6","",""
"SN2005kc","2005/11/09","15.45","NGC 7311","22:34:07.34,22:34:7.44","+05:34:06.3,+05:34:06.31","Ia","131","12","",""
"SN2004bv","2004/05/24","13.95","NGC 6907","20:25:06.34,19:25:06.34","-24:48:53.7,-24:48:53.71","Ia","130","7","",""
"SN2008ae","2008/02/09","16.88","IC 577","09:56:03.20,09:56:03.160,09:56:03.12","+10:29:58.8,+10:29:58.52,+10:29:58.92,+10:29:58.81","Ia-02cx","130","9","",""
"ASASSN-14bb","2014/05/19","14.95","2MASX J12141125+3839400","12:14:11.30,12:14:11.28","+38:39:40.8,+38:39:40.68,+38:39:39.96","Ia","130","1","",""
"SN1995al","1995/11/01","12.7","NGC 3021","09:50:55.97","+33:33:09.4,+33:33:09.40","Ia","129","15","0",""
"SN2017glq","2017/09/03","14.42","IC 208","02:08:28.00,02:08:28.000,02:08:27.984,02:08:27.96","+06:23:16.60,+06:23:16.332,+06:23:16.5,+06:23:16.728","Ia","128","1","",""
"SN1992G","1992/02/09","13.38","NGC 3294","10:36:18.57,10:36:18.55,10:36:18.51","+37:19:16.2,+37:19:15.99,+37:19:13.91,+37:19:13.9,+37:19:16.0","Ia","127","12","",""
"SN2007fb","2007/07/03","15.74","UGC 12859","23:56:52.37,23:56:52.383,23:56:52.32","+05:30:31.8,+05:30:31.90,+05:30:31.896,+05:30:31.79","Ia","127","18","",""
"SN1982B","1982/02/12","13.35","NGC 2268","07:14:33.72,07:14:33.61,07:14:33.7","+84:23:11.7,+84:23:12.0","Ia","126","1","",""
"SN1999ej","1999/10/18","15.45","NGC 495","01:22:57.38","+33:27:58.0,+33:27:58.00","Ia","125","5","",""
"SN2003gs","2003/07/29","13.32","NGC 936","02:27:38.36","-01:09:35.4,-01:09:35.39","Ia Pec","125","2","",""
"SN2008Q","2008/01/26","13.24","NGC 524","01:24:57.23,01:24:57.207","+09:33:01.5,+09:33:01.30,+09:33:01.51","Ia","125","9","",""
"SN2016blc","2016/03/30","13.96","PGC 844146","10:48:49.438,10:48:49.44,10:48:49.34","-20:15:49.08,-20:15:49.07,-20:15:49.1,-20:15:50.4,-20:15:50.2","Ia","125","1","",""
"SN2007kk","2007/09/28","17.5","UGC 2828","03:42:23.258,03:42:23.26","+39:14:30.30,+39:14:30.4,+39:14:30.41","Ia","124","17","",""
"SN2008bf","2008/03/18","15.56","NGC 4055","12:04:02.90","+20:14:42.6,+20:14:42.61","Ia","124","28","",""
"SN2003he","2003/08/11","16.1","MCG -01-01-10","23:58:57.05,23:58:57.058","-02:14:53.1,-02:14:53.09,-02:14:53.19","Ia","123","2","",""
"SN1998ef","1998/10/18","14.9","UGC 646","01:03:26.87","+32:14:12.4,+32:14:12.41","Ia","121","9","",""
"SN2006E","2006/01/12","13.6","NGC 5338","13:53:28.65,13:53:28.56,13:53:28.52","+05:12:22.8,+05:12:22.284,+05:12:22.32,+05:12:22.79,+05:12:22.2","Ia","120","4","",""
"SN1999gh","1999/12/03","14.4","NGC 2986","09:44:19.75,09:44:20.2","-21:16:25.0,-21:16:25.00,-21:16:13.0","Ia","119","19","0",""
"iPTF14bdn","2014/05/27","14.37","UGC 8503","13:30:44.88","+32:45:42.4","Ia","119","14","",""
"SN2010kg","2010/11/29","15.7","NGC 1633","04:40:08.40,04:40:08.4","+07:21:00.0,+07:20:59.82,+07:21:00.00","Ia","118","2","",""
"SN2002cu","2002/05/11","16.06","NGC 6575","18:10:50.40","+31:06:32.3,+31:06:32.29","Ia","117","5","",""
"SN1997cn","1997/05/14","15.8","NGC 5490","14:09:57.76","+17:32:32.3,+17:32:32.32","Ia-91bg","116","15","",""
"SN2005W","2005/02/01","14.15","NGC 691","01:50:45.75,01:50:45.77","+21:45:35.6,+21:45:35.28,+21:45:35.60,+21:45:35.4","Ia","115","4","0",""
"SN2006N","2006/01/21","14.8","MCG +11-08-12","06:08:31.24,06:08:31.248","+64:43:25.1,+64:43:24.96,+64:43:25.10","Ia","115","16","",""
"SN2006os","2006/11/21","17.14","UGC 2384","02:55:01.01,02:55:1.10","+16:00:34.8,+16:00:34.92,+16:00:34.81","Ia","115","4","",""
"SN2008fr","2008/09/14","16.68","SDSS J011149.19+143826.5","01:11:49.14,01:11:49.224,01:11:49.176","+14:38:27.0,+14:38:26.21,+14:38:26.52,+14:38:26.99","Ia","115","3","",""
"SN1957B","1957/04/23","12.2","NGC 4374","12:25:02,12:25:02.7,12:25:03.12","+12:54.0,+12:53:58.0,+12:54:00.7","Ia","115","7","",""
"SN2007ux","2007/12/23","15.7","2MASX J10091969+1459268","10:09:19.98,10:09:19.939","+14:59:32.8,+14:59:33.07,+14:59:32.78","Ia","114","8","",""
"SN2016ccj","2016/05/03","16.2","SDSS J171023.62+262350.3","17:10:23.92,17:10:23.919,17:10:24","+26:23:47.90,+26:23:47.89,+26:23:48.48,+26:23:47.76","Ia Pec","114","10","",""
"SN2006hx","2006/09/28","16.37","SDSS J11357.18+002217.1","01:13:57.31,01:13:57.312,01:13:57.288","+00:22:18.0,+00:22:18.01,+00:22:17.62,+00:22:18.008,+00:22:17.602,+00:22:18.00","Ia","113","3","",""
"SN2010cr","2010/05/15","15.7","NGC 5177","13:29:25.03,13:29:25.082,13:29:24.96,13:29:24.26,13:29:25.04,13:29:25.11","+11:47:46.4,+11:47:46.49,+11:47:46.32,+11:47:49.2,+11:47:47.04,+11:47:46.39","Ia","113","3","",""
"ASASSN-15so","2015/11/08","13.8","NGC 3583","11:14:11.037,11:14:11.04","+48:19:07.24,+48:19:07.2,+48:19:07.68","Ia","113","1","",""
"SN1993Y","1993/09/18","16.33","UGC 2771","03:31:24.41,03:31:24.40","+39:45:02.7,+39:45:02.87,+39:45:02.59,+39:45:02.6,+39:45:02.9","Ia","111","1","",""
"SN1957A","1957/02/26","13.45","NGC 2841","09:21:51.2,09:21:50.4,09:21:51.20","+50:59:52,+50:59:43.0,+50:59:52.0","Ia","111","2","",""
"SN2000bh","2000/04/05","16","ESO 573-G14","12:21:15.14","-21:59:55.7,-21:59:55.72","Ia","110","1","",""
"SN2002ef","2002/07/30","16.18","NGC 7761","23:51:29.54","-13:22:46.4,-13:22:46.42","Ia","110","3","",""
"SN2008ha","2008/11/07","17.02","UGC 12682","23:34:52.69,23:34:52.8","+18:13:35.4,+18:13:35.76,+18:13:35.40","Ia-02cx","110","10","0",""
"SN2001dl","2001/07/30","16","UGC 11725","21:21:01.73","+09:10:50.4,+09:10:50.41","Ia","109","2","",""
"SN2006gt","2006/09/18","17.8","2MASX J00561810-0137327","00:56:17.30","-01:37:46.0,-01:37:45.98","Ia Pec","109","9","",""
"SN2006oa","2006/11/11","17.79","SDSS J12342.97-005034.7","21:23:42.960,21:23:42.96,21:23:42.94","-00:50:35.02,-00:50:36.6,-00:50:36.492,-00:50:36.4884,-00:50:36.708,-00:50:36.5,-00:50:36.49","Ia","109","9","",""
"SN2007aj","2007/03/03","16.1","CGCG 270-024","12:47:54.45,12:47:54.524","+54:00:37.2,+54:00:38.08,+54:00:37.19","Ia","109","2","",""
"SN2008bq","2008/04/02","16.82","ESO 308-G25","06:41:02.51,06:41:2.40","-38:02:19.0,-38:02:18.96,-38:02:19.00","Ia","109","4","",""
"SN2006gz","2006/09/26","15.69","IC 1277","18:10:26.33","+30:59:44.4,+30:59:44.41,+30:59:43.0","Ia","107","27","",""
"SN2009F","2009/01/04","15.94","NGC 1725","04:59:23.56,04:59:23.57","-11:07:50.1,-11:07:50.16,-11:07:50.09","Ia Pec","107","8","",""
"ASASSN-15ug","2016/01/25","14.24","","06:45:01.70,06:45:01.682,06:45:01.68","+63:14:59.60,+63:14:59.89,+63:14:59.9,+63:14:59.64,+63:15:00","Ia","107","1","",""
"SN1971G","1971/03/29","13","NGC 4165","12:12:12.0,12:12:12,12:12:12.2,12:12:12.00","+13:14:16,+13:14:16.08,+13:14:22.0,+13:14:16.0","Ia","107","1","",""
"SN2002dl","2002/06/16","15.79","UGC 11994","22:20:53.96","+33:17:33.7,+33:17:33.68","Ia Pec","106","4","",""
"SN2002el","2002/08/12","16.31","NGC 6986","20:56:30.09","-18:33:34.3,-18:33:34.31","Ia","106","3","",""
"SN2003Y","2003/01/29","16.47","IC 522","08:54:34.60,08:54:34.608","+57:10:19.8,+57:10:19.81,+57:10:19.89","Ia","106","5","",""
"SN2006ev","2006/09/12","17.18","UGC 11758","21:30:59.26,21:30:59.28","+13:59:21.2,+13:59:21.12,+13:59:21.19","Ia","106","7","",""
"SN2005ls","2005/12/09","15.67","MCG +07-07-01","02:54:15.97,02:54:15.912","+42:43:29.8,+42:43:29.28,+42:43:29.78","Ia","105","5","",""
"SN2005lu","2005/12/11","17.1","MCG -03-07-40","02:36:03.71,02:36:3.72","-17:15:50.0,-17:15:50.04,-17:15:50.00","Ia","105","12","",""
"SN1997bp","1997/04/06","13.76","NGC 4680","12:46:53.75","-11:38:33.2,-11:38:33.22","Ia-HV","104","14","",""
"SN2007fr","2007/07/14","18.17","SDSS J13708.37+002647.1","21:37:08.64,21:37:08.374,21:37:08.74","+00:26:13.553,+00:26:47.28,+00:26:13.34,+00:26:13.8,+00:26:13.81","Ia","104","2","",""
"SN2006br","2006/04/25","17.45","NGC 5185","13:30:01.80,13:30:1.92","+13:24:56.8,+13:24:56.88,+13:24:56.81","Ia","102","5","",""
"SN2007sw","2007/12/29","16","UGC 7228","12:13:36.88,12:13:36.933","+46:29:36.1,+46:29:36.56,+46:29:36.10","Ia","102","5","",""
"SN2005cc","2005/05/19","15.2","NGC 5383","13:57:04.85","+41:50:41.8,+41:50:41.78","Ia-02cx","101","12","",""
"LSQ12gxj","2012/12/01","17.82","","02:52:58.0,02:52:57.38","+01:36:24,+01:36:24.25,+01:36:24.0","Ia","101","1","",""
"SN1995ac","1995/09/22","17.14","2MFGC 17122","22:45:34.14","-08:45:04.7,-08:45:04.72","Ia Pec","100","6","",""
"PTF10icb","2010/05/30","14.08","MCG +10-19-01","12:54:49.16,12:54:49.92,12:54:49.78,12:54:49.2,12:54:49.22","+58:52:55.1,+58:52:56.64,+58:52:56.6,+58:52:55.2,+58:52:54.8","Ia","100","5","0",""
"SN2000ce","2000/05/08","15","UGC 4195","08:05:09.45","+66:47:15.2,+66:47:15.22","Ia","99","5","",""
"SN2002do","2002/06/17","15.4","MCG +07-41-01","19:56:12.88","+40:26:10.8,+40:26:10.79","Ia","97","6","",""
"SN2004at","2004/03/12","15.71","MCG +10-16-37","10:58:45.18,10:58:45.12","+59:29:12.0,+59:29:12.12,+59:29:12.01","Ia","97","11","",""
"SN2008af","2008/02/09","17.01","UGC 9640","14:59:28.50,14:59:28.32","+16:39:12.3,+16:39:11.52,+16:39:12.31","Ia","97","3","",""
"SN2017cfd","2017/03/16","13.46","IC 511","08:40:49.15,08:40:49.150,08:40:49.2,08:40:49.10","+73:29:15.14,+73:29:15,+73:29:15.0","Ia","96","1","",""
"SN2001fh","2001/11/03","15.99","2MASX J21204248+4423590","21:20:42.50","+44:23:53.2,+44:23:53.20","Ia Pec","95","8","",""
"SN2002cf","2002/04/13","16","NGC 4786","12:54:31.30","-06:51:24.8,-06:51:24.80","Ia","94","3","",""
"SN2002jg","2002/11/23","15.8","NGC 7253","22:19:28.80","+29:23:04.5,+29:23:04.49","Ia","94","5","",""
"SN2004bw","2004/05/26","16.1","MCG +00-38-19","15:03:46.75","-03:18:16.4,-03:18:16.42","Ia","94","2","",""
"SN2006cp","2006/05/28","15.86","UGC 7357","12:19:14.89,12:19:14.88","+22:25:38.2,+22:25:37.92,+22:25:38.21","Ia","94","12","",""
"SN2008dr","2008/06/28","16.7","NGC 7222","22:10:51.67,22:10:51.664","+02:06:29.6,+02:06:29.34,+02:06:29.59","Ia","94","5","",""
"SN1964E","1964/03/12","12.85","MCG +09-20-51","11:59:01,11:59:21.0,11:59:00.19","+52:41.6,+52:42:59.0,+52:41:43.9","Ia","94","2","",""
"SN1983G","1983/04/04","12.65","NGC 4753","12:52:20.90,12:52:20.9,12:52:20.95","-01:12:12.0,-01:12:12,-01:12:12.31,-01:12:12.3","Ia","94","8","0",""
"SN2011ay","2011/03/18","16.09","NGC 2315","07:02:34.06","+50:35:25.0,+50:35:25.01","Ia-02cx","93","9","",""
"SN1966J","1966/12/20","13","NGC 3198","10:19:45,10:19:45.8,10:19:45.41","+45:30.2,+45:30:10.0,+45:30:14.2","Ia","93","1","",""
"SN1986G","1986/05/03","10.61","NGC 5128","13:25:36.46,13:25:36.51","-43:01:53.6,-43:01:54.17,-43:01:54.19,-43:01:54.2","Ia-91bg","93","42","0",""
"SN2016ai","2016/01/04","18.56","SDSS J092426.62+051018.2","09:24:26.46,09:24:26.45","+05:10:14.74,+05:10:14.7","Ia","92","1","",""
"SN2016aqt","2016/02/28","16.7","PGC 4384817","13:45:50.75,13:45:50.73","+26:47:47.40,+26:47:47.4,+26:47:46.5","Ia","92","2","",""
"SN2005bc","2005/04/02","15.54","NGC 5698","14:37:15.12,14:37:15.05","+38:27:23.04,+38:27:23.1,+38:27:23.11","Ia","91","4","",""
"SN2005bg","2005/03/28","15.9","MCG +03-31-93","12:17:17.23,12:17:17.28,12:17:17.18","+16:22:17.4,+16:22:17.76,+16:22:17.6,+16:22:17.62","Ia","91","3","",""
"SN2008bw","2008/04/21","17.49","UGC 11241","18:26:50.46,18:26:50.440","+51:08:16.6,+51:08:16.42,+51:08:16.58","Ia","91","1","",""
"SN2001ah","2001/03/27","16.8","UGC 6211","11:10:29.82,11:10:29.85","+55:09:39.0,+55:09:38.99","Ia Pec","90","5","",""
"SN2006fy","2006/09/11","18.88","SDSS J32640.14-005026.2","23:26:40.080,23:26:40.32,23:26:40.08,23:26:40.19","-00:50:26.16,-00:50:25.08,-00:50:25.008,-00:50:25.152,-00:50:24.9936,-00:50:24.9,-00:50:24.90","Ia","90","2","",""
"SN2013hy","2013/08/30","22.07","A024232-0121","02:42:32.82,02:42:32.83","-01:21:30.1,-01:21:30.10","SLSN-I","90","1","",""
"SN2006en","2006/08/26","16.63","MCG +05-54-41","23:10:05.06","+30:13:24.0,+30:13:23.99","Ia","89","3","",""
"SN2006eu","2006/09/03","17.02","MCG +08-36-16","20:02:51.15","+49:19:02.3,+49:19:02.32","Ia","89","3","",""
"SN2007ci","2007/05/15","15.8","NGC 3873","11:45:45.85","+19:46:13.9,+19:46:13.91","Ia","89","15","",""
"SNLS-05D4bm","2005/07/10","21.62","","22:17:04.611","-17:40:39.44,-17:40:39.440","Ia","89","1","",""
"SN2010gy","2010/08/06","18.276","A022712-0432","02:27:12.00,02:27:12.037,02:27:12.024,02:27:12.04,02:27:12.036","-04:32:05.2,-04:32:04.87,-04:32:04.92,-04:32:04.9,-04:32:04.88","Ia","89","2","",""
"SN2012ca","2012/04/25","14.37","ESO 336-G9","18:41:07.25,18:41:07.06","-41:47:38.4,-41:47:38.40,-41:47:37.4","IIn","89","46","","2"
"SN1983N","1983/07/03","10.73","NGC 5236","13:36:51.23","-29:54:01.7,-29:54:02.70","Ib","89","5","",""
"SN2000bk","2000/04/11","17","NGC 4520","12:33:53.94","-07:22:42.9,-07:22:42.89","Ia","88","4","",""
"SN2008R","2008/01/27","15.31","NGC 1200","03:03:53.70,03:03:53.71","-11:59:39.4,-11:59:39.48,-11:59:39.41","Ia","88","9","",""
"SNF20080522-011","2008/05/22","16.81","SDSS J151959.16+045411.2","15:19:58.94,15:19:58.920,15:19:58.8,15:19:58.91","+04:54:16.5,+04:54:16.73,+04:54:16.344,+04:54:16.9","Ia","87","11","",""
"SN2000cw","2000/07/14","16.73","MCG +05-56-07","23:47:25.10","+28:23:15.8,+28:23:15.79","Ia","86","3","",""
"SN2013gy","2013/12/06","14.64","NGC 1418","03:42:16.88","-04:43:18.5,-04:43:18.52,-04:43:18.6","Ia","86","2","",""
"SN1959C","1959/06/28","13.55","MCG +01-34-05","13:11:23.81,13:11:23.82","+03:24:37.6,+03:24:37.8,+03:24:37.69,+03:24:37.7","Ia","86","1","",""
"SN1999cc","1999/05/08","16.1","NGC 6038","16:02:42.03","+37:21:34.4,+37:21:34.42","Ia","85","7","",""
"SN2000cf","2000/05/09","16.3","MCG +11-19-25","15:52:56.19","+65:56:12.7,+65:56:12.70","Ia","85","6","",""
"SN2006bd","2006/03/26","17.51","UGC 6609","11:38:29.59,11:38:28.56,11:38:28.46","+20:31:38.2,+20:31:34.32,+20:31:34.4,+20:31:34.39","Ia Pec","85","1","",""
"SN2007ss","2007/12/20","15.94","NGC 4617","12:41:06.07,12:41:06.150","+50:23:28.7,+50:23:28.51,+50:23:28.72","Ia","85","2","",""
"SN2008gl","2008/10/20","16.2","UGC 881","01:20:54.82,01:20:54.820,01:20:54.792","+04:48:19.1,+04:48:19.22,+04:48:19.116,+04:48:19.12","Ia","85","6","",""
"ASASSN-15qc","2015/10/01","15.64","UGC 402","00:39:17.980,00:39:17.98,00:39:17.94,00:39:17.964","+03:57:00.14,+03:57:00.1,+03:57:00.4,+03:57:00.612","Ia","85","1","",""
"SN1960R","1960/12/20","12","NGC 4382","12:25:24.83,12:25:24.85,12:25:24.84","+18:09:19.3,+18:09:19.6,+18:09:19.40,+18:09:19.4","Ia","85","2","",""
"SN2000dr","2000/10/05","15.8","IC 1610","01:01:44.04,01:1:44.04","-15:34:09.1,-15:34:09.08","Ia","84","1","",""
"SN2005ku","2005/11/10","17.31","SDSS J25942.66-000048.8","22:59:42.65,22:59:42.6,22:59:42.72,22:59:42.48,22:59:42.61","-00:00:48.6,-00:00:49,-00:00:49.32,-00:00:49.356,-00:00:49.428,-00:00:49.8744,-00:00:49.30,-00:00:49.3,-00:00:49.28","Ia","84","3","",""
"SN2006az","2006/03/23","16.02","NGC 4172","12:12:14.68","+56:10:45.8,+56:10:45.80","Ia","84","3","",""
"ASASSN-15bk","2015/01/12","15.73","CGCG 078-056","15:44:12.430,15:44:12.43,15:44:12.48,15:44:12.38,15:44:12.45","+11:16:16.38,+11:16:16.4,+11:16:16.32,+11:16:17.27","Ia","84","1","",""
"LSQ12btn","2012/04/08","18.13","","09:21:30.50,09:21:30.47","-09:41:29.0,-09:41:29.86,-09:41:29.76","Ia","82","1","",""
"SN2016ei","2016/01/03","18.76","LCRS B105301.1-030602","10:55:34.00","-03:21:58.69,-03:21:58.6","Ia","82","1","",""
"SN2003cq","2003/03/30","16.87","NGC 3978","11:56:14.17,11:56:14.178","+60:31:19.1,+60:31:19.09,+60:31:19.19","Ia","81","9","",""
"SN2007jh","2007/09/15","18.19","SDSS J33601.58+010617.1","03:36:01.578,03:36:01.512,03:36:01.536,03:36:1.54,03:36:01.54","+01:06:16.88,+01:06:11.88,+01:06:12.096,+01:06:12.20,+01:06:12.2","Ia","81","2","",""
"SN1995bd","1995/12/19","16.06","UGC 3151","04:45:21.24","+11:04:02.5,+11:04:02.50","Ia","80","9","",""
"SN1995E","1995/02/20","15","NGC 2441","07:51:56.75","+73:00:34.6,+73:00:34.60","Ia","80","9","",""
"SN2002aw","2002/02/15","15.5","2MFGC 13321","16:37:29.06","+40:52:50.3,+40:52:50.30,+40:52:49.0","Ia","80","5","",""
"SN2002G","2002/01/18","17.18","CGCG 189-024","13:07:55.26","+34:05:06.5,+34:05:06.50","Ia","80","3","",""
"SN2003D","2003/01/06","16.95","MCG -01-25-09","09:38:53.52,09:38:53.528","-04:51:05.1,-04:51:05.11,-04:51:05.19","Ia","80","5","",""
"SN2004fz","2004/11/14","15.03","NGC 783","02:01:06.41","+31:52:44.2,+31:52:44.18","Ia","80","4","",""
"SN2006em","2006/08/25","16.91","NGC 911","02:25:44.30","+41:56:31.8,+41:56:31.81","Ia Pec","80","4","",""
"SN2013gs","2013/11/29","15.29","UGC 5066","09:31:08.87","+46:23:05.4,+46:23:05.39","Ia","80","1","",""
"SN2001br","2001/05/13","16","UGC 11260","18:30:25.55","+34:06:13.0,+34:06:13.00","Ia","79","7","",""
"SN2004bd","2004/04/07","14.3","NGC 3786","11:39:42.18","+31:54:31.8,+31:54:31.79","Ia","79","8","",""
"SNLS-04D1dc","2004/08/10","20.65","[NSB2006] J022618.47-041843.2","02:26:18.40,02:26:18.464,02:26:18.477","-04:18:42.5,-04:18:43.090,-04:18:43.28","Ia","79","1","",""
"SN2007au","2007/03/18","16.4","UGC 3725","07:11:46.11","+49:51:13.4,+49:51:13.39","Ia","79","6","",""
