"Name","Disc. Date","mmax","Host Name","R.A.","Dec.","Type","Phot.","Spec.","Radio","X-ray"
"SN2016cdb","2016/05/15","16.2","2MASX J22212881-2215454","22:21:29.32,22:21:29.320,22:21:29.28","-22:15:46.05,-22:15:45.72,-22:15:46.08","Ia","6","1","",""
"SN2016chp","2016/05/01","20.29","","14:14:40.31,14:14:40.310","+15:06:47.41,+15:06:47.40,+15:06:47.4","Ia","6","1","",""
"SN2016csg","2016/06/02","18.82","","17:14:13.13,17:14:13.130,17:14:13.12","+41:33:42.49,+41:33:42.3","Ia","6","1","",""
"SN2016cyz","2016/07/06","16.6","APMUKS(BJ) B043218.28-211910.3","04:34:27.55,04:34:27.549,04:34:27.6,04:34:27.552","-21:12:55.11,-21:12:54.72,-21:12:55.08","Ia","6","1","",""
"SN2016dho","2016/07/18","19.25","CGCG 496-051","23:10:11.34,23:10:11.420,23:10:11.42,23:10:11.33,23:10:11.52,23:10:11.4","+30:34:47.63,+30:34:46.47,+30:34:46.5,+30:34:47.6,+30:34:46.56,+30:34:43.5","Ia","6","1","",""
"SN2016dqp","2016/02/08","18.92","","13:07:07.00,13:07:07.03,13:07:06.96","-20:15:51.90,-20:15:51.9,-20:15:51.84","Ia","6","1","",""
"SN2016eho","2016/07/20","18.16","","23:43:42.40,23:43:42.443,23:43:42.48","-72:15:53.20,-72:15:53.28","Ia","6","1","",""
"SN2016eqw","2016/08/06","16.8","GALEXASC J011415.49-162456.4","01:14:15.54,01:14:15.540,01:14:15.51,01:14:15.48","-16:24:57.60,-16:24:56.9,-16:24:56.52","Ia-91T","6","1","",""
"SN2016eui","2016/08/05","19.18","2MASX J00254522-0257551","00:25:44.76,00:25:44.760,00:25:44.75","-02:57:54.91,-02:57:54.9","Ia","6","1","",""
"SN2016ewv","2016/08/12","18.51","","18:50:27.04,18:50:27.02","+52:39:50.41,+52:39:50.1","Ia","6","1","",""
"SN2016fbl","2016/08/09","18.57","","21:05:23.94,21:05:23.940","+14:10:20.36,+14:10:20.30,+14:10:20.3","Ia","6","1","",""
"SN2016fjm","2016/08/26","19.11","","01:39:24.54,01:39:24.540,01:39:24.57","+38:07:41.47,+38:07:41.6","Ia","6","1","",""
"SN2016gcl","2016/09/08","17","AGC 331536","23:37:56.62,23:37:56.621,23:37:56.64","+27:16:37.73,+27:16:37.56","Ia-91T","6","2","",""
"SN2016gev","2016/09/11","20.08","","01:12:07.44,01:12:07.440,01:12:07.42","+41:46:28.71,+41:46:28.7","Ia","6","1","",""
"SN2016glg","2016/09/23","19.02","2MASX J01072141+0411311","01:07:21.99,01:07:21.990,01:07:21.97,01:07:21.936","+04:11:33.09,+04:11:32.9,+04:11:33.324","Ia","6","1","",""
"SN2016gmw","2016/09/24","17.91","","01:04:33.54,01:04:33.540,01:04:33.52","-01:59:01.92,-01:59:02.1","Ia","6","1","",""
"SN2016gzy","2016/10/10","19.74","","00:42:58.75,00:42:58.750,00:42:58.74","+31:02:12.15,+31:02:12.1","Ia","6","1","",""
"SN2016hqk","2016/10/26","18.11","2MASX J21512205-2518318","21:51:22.40,21:51:22.400,21:51:22.44","-25:18:37.22,-25:18:36.7","Ia","6","1","",""
"SN2016ije","2016/11/22","17.8","SDSS J015830.25+125528.1","01:58:30.33,01:58:30.330,01:58:30.288","+12:55:27.90,+12:55:27.84","Ia-91bg","6","1","",""
"SN2016iyf","2016/12/17","17.81","MCG +04-24-22","10:16:34.21,10:16:34.211,10:16:34.32","+22:05:14.60,+22:05:14.61,+22:05:14.64","Ia","6","1","",""
"SN2016jel","2016/12/25","17.76","","10:03:04.12,10:03:04.120,10:03:04.08","-18:58:10.99,-18:58:10.92","Ia","6","1","",""
"SN2017acb","2017/01/27","17.07","","15:50:37.63,15:50:37.630,15:50:37.68","-58:44:00.64,-58:44:00.63,-58:44:00.6","Ia","6","1","",""
"SN2017ag","2017/01/03","18.52","","09:44:32.58,09:44:32.580,09:44:32.64","-08:10:47.05,-08:10:47.46","Ia","6","1","",""
"SN2017bkc","2017/02/23","16.9","2MASX J17503055-0148023","17:50:29.97,17:50:30.119,17:50:30","-01:48:09.07,-01:48:07.42,-01:48:07.416,-01:48:07.38","Ia","6","1","",""
"SN2017byc","2017/02/24","18.09","","15:10:01.42,15:10:01.420,15:10:01.41","+07:46:43.99,+07:46:44.2","Ia","6","1","",""
"SN2017ctt","2017/03/29","18.44","","15:30:01.98,15:30:01.980,15:30:01.96","+14:57:22.18,+14:57:22.6","Ia","6","1","",""
"SN2017dfv","2017/04/19","16.6","ESO 119-IG 027 NED02","05:00:36.05,05:00:36.050,05:00:36.12,05:00:35.808","-62:04:13.37,-62:04:13.08,-62:04:14.52","Ia","6","1","",""
"SN2017djl","2017/04/28","17.91","PGC 83608","12:52:20.39,12:52:20.390,12:52:20.4","-15:57:37.32,-15:57:37.08","Ia","6","1","",""
"SN2017eef","2017/05/11","17.94","","11:38:36.86,11:38:36.860,11:38:36.96","-09:01:47.92,-09:01:47.964","Ia-91T","6","1","",""
"SN2017ele","2017/05/24","19.25","2MASX J20462128-2731302","20:46:21.06,20:46:21.060,20:46:21.05","-27:31:28.07,-27:31:28.0","Ia","6","1","",""
"SN2017emq","2017/06/03","13.9","UGC 5369","10:00:18.57,10:00:18.570,10:00:18.56","+54:32:23.07,+54:32:23.1","Ia","6","1","",""
"SN2017ghm","2017/08/22","18.1","","18:11:46.20,18:11:46.200,18:11:46.32","+00:51:28.66,+00:51:28.4","Ia","6","1","",""
"SN2017gjd","2017/08/29","16.5","2MASX J20034478-2759181","20:03:44.90,20:03:44.879,20:03:44.88","-27:59:19.14,-27:59:17.97,-27:59:18.24,-27:59:17.88","Ia","6","1","",""
"SN2017glk","2017/08/31","16.9","","03:28:57.15,03:28:57.154,03:28:57.144","-07:05:39.41,-07:05:39.408","Ia","6","1","",""
"SN2017glu","2017/09/02","18.77","","02:39:58.29,02:39:58.286,02:39:58.296","-00:31:48.40,-00:31:48.396","Ia","6","1","",""
"SN2017gzu","2017/09/28","18.47","LEDA 2095708","09:04:44.02,09:04:44.021,09:04:43.92","+37:13:41.02,+37:13:41.16","Ia","6","1","",""
"SN2017hcv","2017/10/05","18.25","","17:25:45.92,17:25:45.969,17:25:45.84","+34:22:49.15,+34:22:48.90,+34:22:49.08","Ia-91T","6","1","",""
"SN2017hdv","2017/10/08","18.54","APMUKS(BJ) B233601.69-114003.8","23:38:36.51,23:38:36.510,23:38:36.47","-11:23:29.33,-11:23:29.5","Ia","6","1","",""
"SN2017hhi","2017/10/07","17.77","","22:22:01.98,22:22:01.980,22:22:01.92","-26:10:01.62,-26:10:01.56","Ia","6","1","",""
"SN2017hjw","2017/10/14","16.1","UGC 3245","05:08:43.99,05:08:43.990,05:08:43.824","+70:28:32.28,+70:28:32.52","Ia","6","1","",""
"SN2017hng","2017/10/21","17.65","2MASX J04214029-0332267","04:21:40.59,04:21:40.590","-03:32:26.35,-03:32:27.9","Ia","6","2","",""
"SN2017hor","2017/10/08","18.27","","07:41:25.10,07:41:25.100,07:41:25.2","+05:27:21.85,+05:27:21.924","Ia","6","1","",""
"SN2017hou","2017/10/24","17.75","UGC 2969","04:09:02.14,04:09:02.140,04:09:02.16","-01:09:36.40,-01:09:36.0","Ia","6","1","",""
"SN2017hpj","2017/10/24","17.05","MCG -03-60-023","23:54:20.56,23:54:20.560,23:54:20.51,23:54:20.64","-17:18:21.06,-17:18:22.0,-17:18:20.88","Ia","6","1","",""
"SN2017ilf","2017/11/22","18","NGC 2803","09:16:44.88,09:16:44.880,09:16:44.728,09:16:44.70,09:16:44.64","+18:57:16.09,+18:57:14.63,+18:57:14.9,+18:57:14.4","Ia","6","1","",""
"SN2017imd","2017/11/22","18.05","CGCG 034-026","09:19:04.24,09:19:04.240,09:19:04.23","+05:53:12.67,+05:53:12.6","Ia","6","1","",""
"SN2017jr","2017/01/14","18.65","","08:33:49.82,08:33:49.824,08:33:49.92","-25:02:24.58,-25:02:24.57,-25:02:24.72","Ia","6","1","",""
"SN2017ng","2017/01/23","16.9","2MASX J15204087+0439331","15:20:40.82,15:20:40.820,15:20:40.8","+04:39:34.13,+04:39:34.704,+04:39:34.416","Ia","6","1","",""
"SN2017ux","2017/01/23","18.09","2MASX J09225310-0312502","09:22:53.20,09:22:53.200,09:22:53.24","-03:12:52.36,-03:12:52.6","Ia","6","1","",""
"SN1994B","1994/01/16","19.23","[P94a] 081751.35+155320.5","08:20:40.90,08:20:40.92","+15:43:48.2,+15:43:48.24,+15:43:48.40,+15:43:48.4","Ia","5","2","",""
"SN2000dd","2000/08/10","17.3","MCG -04-48-19","20:35:00.10","-23:05:55.2,-23:05:55.21","Ia","5","1","",""
"SN2001ds","2001/08/14","16.2","UGC 1654","02:10:08.73","+36:42:20.3,+36:42:20.30","Ia","5","1","",""
"SN2001F","2001/01/06","16","IC 867","13:17:20.05","+20:38:09.8,+20:38:09.82","Ia","5","2","",""
"SN2001if","2001/12/09","17.2","MCG +06-06-43","02:28:54.93","+38:05:52.7,+38:05:52.69","Ia","5","2","",""
"SN2002dk","2002/06/13","17.5","NGC 6616","18:17:43.52","+22:14:53.4,+22:14:53.41","Ia","5","3","",""
"SN2002dm","2002/05/04","19","IC 5017","20:32:07.30,20:32:07.3","-57:35:03.4,-57:35:03.41","Ia","5","1","",""
"SN2002hl","2002/11/04","16.3","NGC 3665","11:24:40.12","+38:46:03.0,+38:46:03.00","Ia","5","1","",""
"SN2003ax","2003/02/09","18.4","2MASX J08083589+0746399","08:08:35.53,08:08:35.538","+07:46:42.2,+07:46:42.20,+07:46:42.29","Ia","5","1","",""
"SN2003lm","2003/12/15","21.98","A232425-0845","23:24:25.51,23:24:25.518,23:24:25.501","-08:45:51.1,-08:45:51.11,-08:45:51.08,-08:45:51.19,-08:45:50.834","Ia","5","1","",""
"SN2006B","2006/01/08","16.64","UGC 12538","23:21:09.78","+33:24:01.2,+33:24:01.19","Ia","5","2","",""
"SN2006pe","2006/11/09","20.27","SDSS J02309.19-000312.8","00:23:09.21,00:23:09.1656,00:23:09.1464,00:23:09.17","-00:03:12.9,-00:03:13.068,-00:03:13.0788,-00:03:13.4244,-00:03:13.1,-00:03:13.10","Ia","5","1","",""
"SN2007rc","2007/10/21","19.64","SDSS J15020.22-002413.8","01:50:20.22,01:50:20.184,01:50:20.20","-00:24:14.1,-00:24:13.7268,-00:24:13.9932,-00:24:13.7,-00:24:13.72","Variable","5","1","",""
"LSQ13czk","2013/11/14","18.7","APMUKS(BJ) B043433.30-280211.4","04:36:33.85,04:36:33.87","-27:56:11.0,-27:56:10.8","Ia","5","1","",""
"LSQ14kp","2014/01/28","16.7","","12:10:11.32,12:10:11.29","-22:10:41.8,-22:10:41.5","Ia","5","1","",""
"LSQ14wp","2014/02/17","","","10:14:05.71,10:14:05.76","+06:40:30.3,+06:40:31.188","Ia","5","1","",""
"LSQ14zz","2014/02/26","18.5","2MASX J12570030-1554464","12:57:00.19","-15:54:04.0,-15:54:45.5,-15:54:45.4","Ia","5","1","",""
"PS1-13czp","2013/06/16","19.48","","16:09:16.16,16:09:16.15","+11:58:27.0,+11:58:26.9","Ia","5","1","",""
"SN2011hk","2011/10/31","16.1","NGC 881","02:18:45.81,02:18:45.816,02:18:45.79,02:18:45.84","-06:38:30.5,-06:38:30.516,-06:38:30.08,-06:38:30.3","Ia Pec","5","3","",""
"SN2011hr","2011/11/08","13.8","NGC 2691","08:54:46.03,08:54:46.02","+39:32:16.1,+39:32:16.12","Ia-91T","5","12","",""
"SN2014ah","2014/03/12","15.4","MCG +02-30-44","11:55:30.83,11:55:30.88","+11:55:26.3,+11:55:26.29,+11:55:26.1","Ia","5","2","",""
"SSS120810:231802‑560926","2011/08/29","","","22:13:51.84","-12:41:45.6","Ia","5","1","",""
"ASASSN-15ic","2015/04/27","16.4","2MASX J06145320-4247357","06:14:51.380,06:14:51.38,06:14:51.312,06:14:51.384","-42:47:56.03,-42:47:56.0,-42:47:56.76,-42:47:56.04","Ia","5","1","",""
"AT2016hpp","2016/10/25","20.38","","22:06:52.39,22:06:52.380,22:06:52.38","-13:45:01.72,-13:45:01.60,-13:45:01.6","Ia","5","1","",""
"iPTF15nu","2015/02/17","19.81","2MASX J12152203+5340382","12:15:22.57,12:15:22.54","+53:40:36.0","Ia","5","1","",""
"LSQ15bxe","2015/12/28","17.8","2MASX J12275331-1706150","12:27:52.380,12:27:52.38,12:27:52.88","-17:06:24.95,-17:06:21.6","Ia","5","1","",""
"OGLE-2015-SN-060","2015/02/17","18.95","","04:06:21.84","-78:09:15.5,-78:09:15.6","Ia","5","1","",""
"PS15cwz","2015/11/17","17.89","PGC 72684","23:52:09.61","-29:04:44.6","Ia","5","1","",""
"PS15dlq","2015/12/09","20.6","","10:54:24.69","+06:34:32.7","Ia","5","1","",""
"PS15dox","2015/12/28","19.2","","02:40:15.04,02:40:15.05","+22:32:12.1,+22:32:12.2","Ia","5","1","",""
"PS16g","2016/01/01","19.59","","01:26:15.01,01:26:15.00","+06:28:21.58,+06:28:21.5","Ia","5","1","",""
"SN2016al","2016/01/02","18.67","","12:31:11.216,12:31:11.22","+57:29:43.93,+57:29:43.9","Ia","5","1","",""
"SN2016apz","2016/02/07","19.98","2MASX J12544691-2644577","12:54:46.19,12:54:46.15","-26:44:54.5,-26:44:54.52,-26:44:54.6","Ia","5","1","",""
"SN2016bru","2016/04/01","19.86","","16:44:54.39,16:44:54.36","+21:01:53.50,+21:01:53.5,+21:01:53.3","Ia","5","1","",""
"SN2016cmq","2016/05/21","18.78","2MASX J12243888+0754483","12:24:38.86,12:24:38.860,12:24:38.85","+07:54:47.84,+07:54:47.8","Ia","5","1","",""
"SN2016ehv","2016/07/19","18.03","","21:05:03.90,21:05:03.923,21:05:03.84","-72:53:15.10,-72:53:15.15,-72:53:15","Ia","5","1","",""
"SN2016eif","2016/07/22","17.97","","03:01:48.90,03:01:48.929,03:01:48.936","-57:02:09.40,-57:02:09.38,-57:02:09.24","Ia","5","1","",""
"SN2016eii","2016/07/23","17.73","ESO 54-IG2","03:07:53.50,03:07:53.500,03:07:53.52","-69:01:47.20,-69:01:47.28","Ia","5","1","",""
"SN2016eij","2016/07/24","18.02","","04:03:16.70,04:03:16.700,04:03:16.704","-54:35:50.00,-54:35:49.92","Ia","5","1","",""
"SN2016em","2016/01/13","18.13","KUG 0114+326","01:17:25.134,01:17:25.13,01:17:25.12","+32:55:16.91,+32:55:16.9,+32:55:17.0","Ia","5","1","",""
"SN2016emk","2016/07/29","18.69","","06:03:42.90,06:03:42.890,06:03:42.888","-35:44:07.20,-35:44:07.16,-35:44:07.08","Ia","5","1","",""
"SN2016fib","2016/08/25","19.04","2MASX J22204628+2635053","22:20:45.94,22:20:45.92","+26:35:07.58,+26:35:07.1","Ia","5","1","",""
"SN2016fjp","2016/08/26","18.49","ESO 145-025","21:54:29.87,21:54:29.870,21:54:30","-57:39:43.12,-57:39:43.2","Ia","5","1","",""
"SN2016frs","2016/08/29","16.75","NGC 888","02:17:29.37,02:17:29.290,02:17:29.376","-59:51:23.47,-59:51:23.90,-59:51:23.4","Ia","5","1","",""
"SN2016glr","2016/09/21","19.62","APMUKS(BJ) B000518.83-253151.4","00:07:51.92,00:07:51.920,00:07:51.91","-25:15:09.20,-25:15:09.2","Ia","5","1","",""
"SN2016gok","2016/09/23","18.72","","14:32:41.46,14:32:41.458,14:32:41.52","+52:04:50.84,+52:04:50.85,+52:04:50.88","Ia","5","1","",""
"SN2016grh","2016/09/26","19.22","","21:25:40.67,21:25:40.670,21:25:40.66","-02:13:29.41,-02:13:29.4","Ia","5","1","",""
"SN2016gtr","2016/09/30","15.58","GALEXASC J192901.47-515813.5","19:29:00.50,19:29:01.200,19:29:00.48","-51:58:16.07,-51:58:13.80,-51:58:15.96,-51:58:15.6","Ia","5","1","",""
"SN2016hmo","2016/10/21","16.6","ESO 233-IG014","19:58:41.31,19:58:41.310,19:58:41.28","-52:21:23.65,-52:21:23.76","Ia","5","1","",""
"SN2016ioq","2016/11/25","16.79","ESO 374-25","10:03:22.89,10:03:22.887,10:03:22.8","-37:23:44.34,-37:23:44.52","Ia","5","1","",""
"SN2016ipf","2016/11/28","17.55","CGCG 031-049","08:07:13.15,08:07:13.150,08:07:13.11","+05:40:59.69,+05:40:59.7","Ia","5","1","",""
"SN2016iuz","2016/12/11","17.55","SBS 1030+573N","10:33:53.10,10:33:53.106,10:33:53.04","+57:03:51.77,+57:03:51.84","Ia","5","1","",""
"SN2016iwv","2016/12/16","18.21","","10:37:22.39,10:37:22.389,10:37:22.32","+25:52:36.26,+25:52:36.12","Ia","5","1","",""
"SN2016ixe","2016/12/17","18.85","","11:12:27.39,11:12:27.390,11:12:27.36","-06:28:56.06,-06:28:56.064","Ia","5","1","",""
"SN2016ww","2016/01/24","19.28","","13:37:36.32,13:37:36.31","-29:21:20.75,-29:21:20.7","Ia","5","1","",""
"SN2016za","2016/01/29","16.9","2MASX J11303364-4233359","11:30:33.730,11:30:33.73,11:30:33.84","-42:33:31.44,-42:33:31.4,-42:33:31.32","Ia","5","1","",""
"SN2017bem","2017/02/17","18.06","","02:27:23.26,02:27:23.260,02:27:23.256","+25:16:32.15,+25:16:32.16","Ia","5","1","",""
"SN2017cav","2017/03/06","16.29","","18:06:43.92,18:06:43.920","+06:50:19.64,+06:50:19.5,+06:50:19.608","Ia","5","1","",""
"SN2017cig","2017/03/20","17.14","2MFGC 08661","11:06:47.20,11:06:47.195,11:06:47.28","+14:12:24.90,+14:12:26.68,+14:12:26.64","Ia","5","1","",""
"SN2017cir","2017/03/16","18.76","","08:16:02.70,08:16:02.701,08:16:02.64","-16:20:55.36,-16:20:55.35,-16:20:55.32","Ia","5","1","",""
"SN2017cms","2017/03/16","18.62","2MASX J11575197-2357173","11:57:51.72,11:57:51.710,11:57:51.71","-23:57:22.08,-23:57:22.10,-23:57:22.1","Ia","5","1","",""
"SN2017dae","2017/04/15","17.33","","09:08:34.75,09:08:34.750,09:08:34.8","+48:36:26.06,+48:36:26.28","Ia","5","1","",""
"SN2017dcg","2017/04/15","18.54","","05:16:05.04,05:16:05.037","-16:07:31.19,-16:07:31.08","Ia","5","1","",""
"SN2017dei","2017/04/17","17.35","ESO 529-G5","20:49:48.85,20:49:48.851,20:49:48.96","-25:42:02.56,-25:42:02.52","Ia","5","1","",""
"SN2017dfn","2017/04/18","17.7","","19:52:16.35,19:52:16.356,19:52:16.32","-26:10:26.72,-26:10:26.76","Ia","5","1","",""
"SN2017dgw","2017/04/22","18.53","","19:06:51.83,19:06:51.829,19:06:51.84","-36:57:31.54,-36:57:31.53,-36:57:31.68","Ia","5","1","",""
"SN2017dhw","2017/04/23","18.44","","19:03:46.17,19:03:46.174,19:03:46.08","-42:46:12.36","Ia","5","1","",""
"SN2017dwp","2017/05/04","17.1","2MASX J12314373+3612331","12:31:43.69,12:31:43.690,12:31:43.68","+36:12:34.93,+36:12:35.28,+36:12:34.92","Ia","5","1","",""
"SN2017epb","2017/06/09","16.19","NGC 5550","14:18:27.70,14:18:27.700,14:18:27.6","+12:53:04.78,+12:53:04.2","Ia","5","1","",""
"SN2017evr","2017/06/18","18.57","","23:45:07.27,23:45:07.265,23:45:07.2","+09:03:37.66,+09:03:37.656","Ia","5","1","",""
"SN2017ezc","2017/06/26","16.82","SDSS J154728.82+115836.8","15:47:28.90,15:47:28.902,15:47:28.88,15:47:28.8","+11:58:41.00,+11:58:40.41,+11:58:40.4,+11:58:40.44","Ia","5","1","",""
"SN2017gav","2017/08/12","16.9","SDSS J170321.30+452447.5","17:03:21.09,17:03:21.182,17:03:21.12","+45:24:48.64,+45:24:48.47,+45:24:48.6","Ia","5","1","",""
"SN2017gea","2017/08/17","16.59","KUG 0241+338","02:44:57.43,02:44:57.30,02:44:57.312,02:44:57.288","+34:05:41.17,+34:05:40.03,+34:05:40.2","Ia","5","1","",""
"SN2017hcx","2017/10/04","17.77","LEDA 581478","03:54:40.44,03:54:40.443","-40:52:45.12","Ia","5","1","",""
"SN2017hgz","2017/10/10","15.07","NGC 7130","21:48:20.08,21:48:20.114,21:48:20.16","-34:57:10.62,-34:57:10.40,-34:57:10.44","Ia","5","2","",""
"SN2017hks","2017/10/09","17.2","GALEXASC J211759.12-451005.4","21:17:59.67,21:17:59.636,21:17:59.76,21:17:59.52","-45:10:00.66,-45:10:00.55,-45:10:00.48","Ia-91T","5","1","",""
"SN2017hmi","2017/10/18","17.16","SDSS J101720.68+6351","10:17:20.81,10:17:20.810,10:17:20.88","+63:51:35.03,+63:51:34.92","Ia","5","1","",""
"SN2017hnb","2017/10/20","17.95","2MASX J21494230-0114552","21:49:42.51,21:49:42.479,21:49:42.48","-01:14:51.47,-01:14:51.79,-01:14:51.792","Ia","5","1","",""
"SN2017hqf","2017/10/27","18.2","GALEXASC J092648.23+104603.0","09:26:47.86,09:26:47.860,09:26:47.76","+10:46:04.75,+10:46:04.8","Ia-91T","5","1","",""
"SN2017huu","2017/10/30","17.99","2MASX J03161410-1819027","03:16:14.15,03:16:14.150","-18:19:01.55,-18:19:01.5","Ia","5","1","",""
"SN2017hxo","2017/11/08","18.3","2MASX J03024953+0529054","03:02:50.12,03:02:50.120,03:02:50.112","+05:29:06.07,+05:29:06","Ia-91T","5","2","",""
"SN2017ij","2017/01/09","17.81","","15:31:36.79,15:31:36.793,15:31:36.72","+25:14:32.93,+25:14:33","Ia","5","1","",""
"SN2017yi","2017/01/29","17.3","2MASX J02592769+1447417","02:59:27.36,02:59:27.360,02:59:27.384","+14:47:57.30,+14:47:57.48","Ia","5","1","",""
"SN1998cn","1998/06/17","15.8","NGC 3735","11:35:54.4,11:35:54.40,11:35:54.44","+70:32:10,+70:32:10.2,+70:32:10.21","Ia","4","1","",""
"SN2000ey","2000/11/11","15.4","IC 1481","23:19:25.09,23:19:25.20","+05:54:21.9,+05:54:21.1,+05:54:21.10","Ia","4","4","",""
"SN2002bn","2002/03/08","16.3","UGC 6527","11:32:39.06,11:32:39.04","+52:56:53.3,+52:56:54.2,+52:56:54.20","Ia","4","1","",""
"SN2002gc","2002/10/03","17","UGC 1394","01:55:46.56","+46:48:19.4,+46:48:19.40","Ia","4","4","",""
"SN2003av","2003/02/04","19.5","NEAT J080132.34+024826.7","08:01:32.57,08:01:32.578","+02:48:27.9,+02:48:27.90,+02:48:27.99","Ia","4","1","",""
"SN2003P","2003/01/23","18","MCG +09-13-107","08:01:15.63,08:01:15.638","+55:44:34.8,+55:44:34.80,+55:44:34.89","Ia","4","1","",""
"SN2003V","2003/01/16","18.2","APMUKS(BJ) B030310.79-013550.9","03:05:43.05,03:05:43.058","-01:24:12.8,-01:24:12.82,-01:24:12.89","Ia","4","1","",""
"SN2007jq","2007/09/04","20.1","SDSS J01158.43+005951.2","00:11:58.61,00:11:58.608,00:11:58.5984","+00:59:53.4,+00:59:53.34,+00:59:53.002,+00:59:53.41","Ia","4","1","",""
"SN2007ri","2007/11/02","19.74","SDSS J10652.28+010913.9","01:06:52.28,01:06:52.344,01:06:52.32,01:06:52.35","+01:09:14.2,+01:09:14.652,+01:09:14.364,+01:09:14.6,+01:09:14.62","Ia","4","2","",""
"SN2007ro","2007/11/05","20.18","SDSS J14428.99+001347.2","01:44:28.97,01:44:28.992,01:44:28.968","+00:13:47.0,+00:13:47.154,+00:13:46.862,+00:13:47.2,+00:13:47.21","Ia","4","1","",""
"CSS140218:095739+123318","2014/02/18","","","09:57:39.11,09:57:39.10,09:57:39.12","+12:33:17.7,+12:33:16.9,+12:33:16.92","Ia","4","1","",""
"Gaia14abz","2014/10/26","18.56","SDSS 123766143592464","13:37:00.80,13:37:00.72,13:37:0.8","+46:57:40.5,+46:57:38.16,+46:57:38","Ia","4","1","",""
"iPTF13dud","2013/10/22","18.88","","23:43:55.75,23:43:55.76","+27:20:33.0,+27:20:32.7,+27:20:32.9","Ia","4","1","",""
"LSQ13bwl","2013/08/20","18.4","","23:33:55.42,23:33:55.44","+04:31:00.3","Ia","4","1","",""
"LSQ14q","2014/01/02","18.33","","08:53:57.58,08:53:57.61","+17:19:38.0,+17:19:37.7","Ia","4","1","",""
"MLS130302:110652+104026","2013/03/02","","","11:06:51.54,11:06:51.6","+10:40:26.0,+10:40:26.04","Ia","4","1","",""
"MLS131126:024306+163425","2013/11/26","","","02:43:06.17,02:43:06.168","+16:34:25.2,+16:34:25.32","Ia","4","1","",""
"MLS140102:120307-010132","2014/01/02","","","12:03:06.88,12:03:06.96","-01:01:31.7,-01:01:31.764","Ia Pec","4","1","",""
"PS1-14vx","2014/03/25","18.72","","10:41:51.41","+16:49:01.0,+16:49:01.1","Ia","4","1","",""
"SN2011gu","2011/10/14","18.24","NGC 7485","23:06:02.80,23:06:02.88,23:06:04.85,23:06:02.79","+34:06:36.7,+34:06:36.72,+34:06:27.7,+34:06:36.68","Ia","4","1","",""
"SSS130311:130508-375705","2013/03/11","","","13:05:07.64,13:05:07.68","-37:57:04.8,-37:57:04.68","Ia","4","1","",""
"iPTF15asr","2015/05/12","18.61","SDSS J120609.69+580202.2","12:06:09.83,12:06:09.80","+58:02:02.9,+58:02:02.8","Ia","4","1","",""
"PS15abk","2015/04/10","19.36","MAPS-NGP O_502_0076659","14:44:22.84","+13:00:32.8","Ia","4","1","",""
"PS15dpq","2015/12/28","18.8","","03:09:12.75,03:09:12.74","+27:31:16.9,+27:31:17.0","Ia","4","1","",""
"PS15vl","2015/03/26","19.8","","10:51:54.01","+31:54:04.0","Ia","4","1","",""
"SN2016dsr","2016/02/23","18.62","","04:54:49.00,04:54:48.100,04:54:49.008","-30:10:07.00,-30:10:06.9,-30:10:07.0,-30:10:06.96","Ia","4","1","",""
"SN2016ekt","2016/07/29","14.5","GALEXASC J215327.92-342420.8","21:53:27.88,21:53:27.882,21:53:27.84","-34:24:20.95,-34:24:21.6","Ia","4","1","",""
"SN2016eqa","2016/08/05","17.7","","03:20:31.42,03:20:31.420","+41:30:40.90","Ia-91bg","4","1","",""
"SN2016esm","2016/08/07","17.4","UGC 3375","05:55:24.09,05:55:24.090","+51:54:45.90","Ia","4","1","",""
"SN2016ggp","2016/09/10","18.16","PGC 395099","20:32:39.47,20:32:39.310,20:32:39.36","-56:58:36.73,-56:58:35.80,-56:58:36.84","Ia","4","1","",""
"SN2016gis","2016/09/17","18.86","2MFGC 14101","17:53:44.21,17:53:44.220,17:53:44.16","-00:26:06.11,-00:26:06.108","Ia","4","1","",""
"SN2016gkd","2016/09/18","18.84","","02:21:22.27,02:21:22.269,02:21:22.272","-42:20:39.41,-42:20:39.48","Ia-91bg","4","1","",""
"SN2016gvc","2016/09/30","18.29","2MASX J02152232-0518291","02:15:22.18,02:15:22.180,02:15:22.17","-05:18:26.77,-05:18:26.7","Ia","4","1","",""
"SN2016isg","2016/12/06","16.8","2MASX J01411858-0012382","01:41:18.54,01:41:18.713,01:41:18.72","-00:12:37.46,-00:12:36.88,-00:12:36.8784","Ia","4","1","",""
"SN2016iyl","2016/12/18","18.71","","10:30:56.26,10:30:56.260,10:30:56.16","+09:43:21.61,+09:43:21.612","Ia","4","1","",""
"SN2016jfy","2016/12/28","18.21","LEDA 310623","06:39:36.67,06:39:36.667,06:39:36.672","-65:44:16.15,-65:44:16.16,-65:44:16.08","Ia","4","1","",""
"SN2017cfp","2017/02/05","18.79","","15:21:11.52,15:21:11.520,15:21:11.53","+25:46:41.91,+25:46:41.7","Ia","4","1","",""
"SN2017cqe","2017/04/01","17.2","LCRS B035620.1-420206","03:58:02.43,03:58:02.430,03:58:02.448","-41:53:36.24,-41:53:35.52,-41:53:35.88","Ia","4","1","",""
"SN2017dby","2017/04/15","18.29","","20:04:44.90,20:04:44.903,20:04:44.88","-09:56:08.63,-09:56:08.628","Ia","4","1","",""
